cycle,step,time_s,pressure_kpa,co2_partial_kpa,co2_mole_fraction,co2_loading_cm3_stp_g,n2_loading_cm3_stp_g,open_fraction,solid_volume_l,co2_rate_cm3_stp_g_s
1,adsorption,40.0,100.0472770036761,10.104509579639721,0.10099734727681238,2.6367265652513776,1.0,0.0941724177276437,1.0047086208863822,0.04071995452253454
1,adsorption,42.0,100.0472780869129,10.106572477258757,0.10101796541110288,2.718150276484261,1.0,0.0962394374277819,1.004811971871389,0.040703755663984674
1,adsorption,44.0,100.04727916978489,10.108634555013754,0.10103857535054932,2.799541595324316,1.0,0.09830563355655349,1.0049152816778277,0.04068756226762541
1,adsorption,46.0,100.04728025227361,10.110695816103265,0.10105917712714133,2.8809005331624182,1.0,0.10037100677057796,1.005018550338529,0.04067137461780246
1,adsorption,48.0,100.04728133437786,10.112756253970456,0.10107977067534317,2.962227101449702,1.0,0.10243555735793942,1.005121777867897,0.04065519271019872
1,adsorption,50.0,100.04728241610172,10.114815870641394,0.10110035601540243,3.04352131159838,1.0,0.10449928554188823,1.0052249642770945,0.04063901649070522
1,adsorption,52.0,100.04728349744427,10.116874667134642,0.10112093315750129,3.124783174980694,1.0,0.10656219163445438,1.0053281095817228,0.040622845975260544
1,adsorption,54.0,100.04728457840511,10.118932643163904,0.10114150209877905,3.206012702131491,1.0,0.10862427591019784,1.00543121379551,0.04060668116732451
1,adsorption,56.0,100.0472856589847,10.120989799040387,0.10116206284234636,3.287209904570907,1.0,0.11068553865475203,1.0055342769327376,0.04059052205928845
1,adsorption,58.0,100.0472867391832,10.123046135237104,0.10118261539293143,3.36837479423292,1.0,0.11274598017459754,1.00563729900873,0.04057436865152769
1,adsorption,60.0,100.04728781900054,10.125101651923579,0.10120315975222932,3.44950738280604,1.0,0.11480560076925991,1.005740280038463,0.04055822094390195
1,adsorption,62.0,100.0472888984369,10.127156349403343,0.10122369592327421,3.530607681725541,1.0,0.11686440072773407,1.0058432200363867,0.04054207893312177
1,adsorption,64.0,100.04728997749235,10.129210228018117,0.10124422390948205,3.6116757023423904,1.0,0.11892238033984107,1.005946119016992,0.04052594261822822
1,adsorption,66.0,100.04729105616701,10.13126328801853,0.10126474371335843,3.6927114560194445,1.0,0.12097953989573619,1.006048976994787,0.04050981199828533
1,adsorption,68.0,100.0472921344609,10.133315529694821,0.10128525533780476,3.773714954141421,1.0,0.12303587968480612,1.0061517939842404,0.040493687071320346
1,adsorption,70.0,100.04729321237433,10.135366953353696,0.10130575878588693,3.8546862080984035,1.0,0.1250913999973885,1.0062545699998695,0.04047756783599496
1,adsorption,72.0,100.04729428990704,10.137417559274004,0.10132625406039276,3.935625229275811,1.0,0.12714610112377536,1.0063573050561887,0.04046145429102855
1,adsorption,74.0,100.04729536705955,10.139467347744631,0.10134674116420979,4.016532029053182,1.0,0.12919998335369906,1.006459999167685,0.040445346434821644
1,adsorption,76.0,100.04729644383156,10.141516319060246,0.10136722010028412,4.097406618806071,1.0,0.13125304697701407,1.0065626523488507,0.04042924426594956
1,adsorption,78.0,100.04729752022341,10.143564473507299,0.10138769087147902,4.178249009907359,1.0,0.1333052922835492,1.0066652646141774,0.040413147783021214
1,adsorption,80.0,100.04729859623514,10.145611811374609,0.10140815348068175,4.259059213727367,1.0,0.1353567195629402,1.0067678359781471,0.04039705698454603
1,adsorption,82.0,100.04729967186682,10.147658332953064,0.10142860793080029,4.339837241633637,1.0,0.1374073291048115,1.0068703664552405,0.040380971869080205
1,adsorption,84.0,100.0473007471186,10.149704038531032,0.10144905422471727,4.420583104990805,1.0,0.1394571211987323,1.0069728560599367,0.04036489243519509
1,adsorption,86.0,100.04730182199064,10.151748928397398,0.10146949236532055,4.5012968151605754,1.0,0.14150609613415865,1.0070753048067083,0.04034881868143225
1,adsorption,88.0,100.04730289648278,10.153793002841649,0.10148992235550422,4.581978383501741,1.0,0.1435542542004852,1.0071777127100243,0.04033275060634366
1,adsorption,90.0,100.04730397059532,10.155836262152562,0.10151034419815488,4.6626278213702035,1.0,0.14560159568704134,1.007280079784352,0.04031668820848816
1,adsorption,92.0,100.04730504432828,10.15787870661891,0.10153075789615945,4.743245140118977,1.0,0.14764812088307105,1.0073824060441536,0.040300631486415876
