pressure_bar,component,equilibrium_loading_mol_kg
0.009013370389517439,N2,0.001326139998435483
0.009277234756314059,N2,0.001364862317056231
0.009548823692395667,N2,0.0014047122912559738
0.00982836333277003,N2,0.0014457225820383396
0.010116086432495808,N2,0.001487926785843414
0.010412232560483054,N2,0.0015313594607145537
0.010717048298967103,N2,0.0015760561531599586
0.011030787448822152,N2,0.0016220534257252528
0.011353711240885177,N2,0.0016693888852934613
0.01168608855346651,N2,0.0017181012121291143
0.012028196136227775,N2,0.0017682301896833202
0.012380318840613969,N2,0.0018198167351769678
0.012742749857031334,N2,0.0018729029309793588
0.013115790958968502,N2,0.001927532056799771
0.013499752754264297,N2,0.0019837486227096846
0.013894954943731374,N2,0.002041598403013531
0.01430172658735088,N2,0.0021011284709859814
0.014720406378260014,N2,0.0021623872344939624
0.01515134292476053,N2,0.0022254244725217155
0.015594895040582816,N2,0.0022902913726172464
0.016051432043647614,N2,0.002357040569278734
0.0165213340635737,N2,0.0024257261832993696
0.017004992358187924,N2,0.0024964038620892913
0.017502809639301013,N2,0.0025691308209931864
0.018015200408020238,N2,0.002643965885622137
0.018542591299878522,N2,0.0027209695352183078
0.01908542144006686,N2,0.002800203947070878
0.019644142809066265,N2,0.0028817330420016236
0.020219220618983534,N2,0.0029656225309383335
0.02081113370090395,N2,0.0030519399625940293
0.02142037490358383,N2,0.0031407547722698136
0.022047451503814746,N2,0.0032321383317987906
0.02269288562880081,N2,0.0033261640006481924
0.023357214690901212,N2,0.003422907178196492
0.02404099183509972,N2,0.003522445357201795
0.0247447863995735,N2,0.003624858178477253
0.0254691843897454,N2,0.003730227486788806
0.02621478896621356,N2,0.003838637387989681
0.026982220946965358,N2,0.003950174307405619
0.02777211932429355,N2,0.004064927049483763
0.028585141796844713,N2,0.004182986858717369
0.02942196531724374,N2,0.004304447481857559
0.030283286655749458,N2,0.00442940523142209
0.031169822980411436,N2,0.004557959050510143
0.032082312454210775,N2,0.004690210578930741
0.03302151484968176,N2,0.00482626422065093
0.03398821218152667,N2,0.004966227212568527
0.03498320935775036,N2,0.0051102096946124605
0.0360073348498562,N2,0.005258324781171914
0.03706144138266228,N2,0.005410688633853689
0.03814640664431178,N2,0.005567420535565065
0.03926313401706836,N2,0.005728642965917095
0.040412553329506,N2,0.00589448167794113
0.04159562163071847,N2,0.006065065776108482
0.04281332398719392,N2,0.0062405277956406715
0.04406667430301786,N2,0.006421003783094573
0.04535671616408702,N2,0.006606633378203591
0.0466845237070379,N2,0.006797559896952903
0.04805120251361242,N2,0.006993930415862789
0.049457890531206396,N2,0.007195895857450723
0.050905759020366814,N2,0.007403611076838474
0.052396013530026445,N2,0.007617234949466261
